miRNA1,miRNA2,hgnc_symbol_tf,hgnc_symbol_target,CommonSynergyModules,CancerTypes,Count
miR-1296-5p,miR-145-5p,SP1,CD14,miR-1296-5p/miR-145-5p/SP1/CD14,LGG,1
miR-1296-5p,miR-145-5p,SP1,CDC25C,miR-1296-5p/miR-145-5p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-145-5p,SP1,H4C14,miR-1296-5p/miR-145-5p/SP1/H4C14,LGG,1
miR-1296-5p,miR-145-5p,SP1,IL10,miR-1296-5p/miR-145-5p/SP1/IL10,LGG,1
miR-1296-5p,miR-145-5p,SP1,KIF2C,miR-1296-5p/miR-145-5p/SP1/KIF2C,LGG,1
miR-1296-5p,miR-149-5p,SP1,ADH6,miR-1296-5p/miR-149-5p/SP1/ADH6,LGG,1
miR-1296-5p,miR-149-5p,SP1,CDC25C,miR-1296-5p/miR-149-5p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-149-5p,SP1,H4C14,miR-1296-5p/miR-149-5p/SP1/H4C14,LGG,1
miR-1296-5p,miR-149-5p,SP1,IL10,miR-1296-5p/miR-149-5p/SP1/IL10,LGG,1
miR-1296-5p,miR-149-5p,SP1,REL,miR-1296-5p/miR-149-5p/SP1/REL,LGG,1
miR-1296-5p,miR-218-5p,SP1,ADH6,miR-1296-5p/miR-218-5p/SP1/ADH6,LGG,1
miR-1296-5p,miR-218-5p,SP1,REL,miR-1296-5p/miR-218-5p/SP1/REL,LGG,1
miR-1296-5p,miR-24-3p,SP1,BIRC5,miR-1296-5p/miR-24-3p/SP1/BIRC5,LGG,1
miR-1296-5p,miR-24-3p,SP1,CDC25C,miR-1296-5p/miR-24-3p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-24-3p,SP1,EDNRB,miR-1296-5p/miR-24-3p/SP1/EDNRB,LGG,1
miR-1296-5p,miR-299-5p,SP1,BIRC5,miR-1296-5p/miR-299-5p/SP1/BIRC5,LGG,1
miR-1296-5p,miR-299-5p,SP1,CDC25C,miR-1296-5p/miR-299-5p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-29b-3p,SP1,ADH6,miR-1296-5p/miR-29b-3p/SP1/ADH6,LGG,1
miR-1296-5p,miR-29b-3p,SP1,IL10,miR-1296-5p/miR-29b-3p/SP1/IL10,LGG,1
miR-1296-5p,miR-31-5p,SP1,BIRC5,miR-1296-5p/miR-31-5p/SP1/BIRC5,LGG,1
miR-1296-5p,miR-31-5p,SP1,CDC25C,miR-1296-5p/miR-31-5p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-31-5p,SP1,CYP3A4,miR-1296-5p/miR-31-5p/SP1/CYP3A4,LGG,1
miR-1296-5p,miR-31-5p,SP1,ITGAX,miR-1296-5p/miR-31-5p/SP1/ITGAX,LGG,1
miR-1296-5p,miR-31-5p,SP1,KIF2C,miR-1296-5p/miR-31-5p/SP1/KIF2C,LGG,1
miR-1296-5p,miR-31-5p,SP1,REL,miR-1296-5p/miR-31-5p/SP1/REL,LGG,1
miR-1296-5p,miR-31-5p,SP1,TGFB1,miR-1296-5p/miR-31-5p/SP1/TGFB1,LGG,1
miR-1296-5p,miR-329-3p,SP1,CDC25C,miR-1296-5p/miR-329-3p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-329-3p,SP1,CERS2,miR-1296-5p/miR-329-3p/SP1/CERS2,LGG,1
miR-1296-5p,miR-330-3p,SP1,CD14,miR-1296-5p/miR-330-3p/SP1/CD14,LGG,1
miR-1296-5p,miR-330-3p,SP1,EDNRB,miR-1296-5p/miR-330-3p/SP1/EDNRB,LGG,1
miR-1296-5p,miR-330-3p,SP1,ITGAX,miR-1296-5p/miR-330-3p/SP1/ITGAX,LGG,1
miR-1296-5p,miR-369-3p,SP1,ADH6,miR-1296-5p/miR-369-3p/SP1/ADH6,LGG,1
miR-1296-5p,miR-369-3p,SP1,IL10,miR-1296-5p/miR-369-3p/SP1/IL10,LGG,1
miR-1296-5p,miR-377-3p,SP1,IL10,miR-1296-5p/miR-377-3p/SP1/IL10,LGG,1
miR-1296-5p,miR-377-3p,SP1,ITGAX,miR-1296-5p/miR-377-3p/SP1/ITGAX,LGG,1
miR-1296-5p,miR-383-5p,SP1,ADH6,miR-1296-5p/miR-383-5p/SP1/ADH6,LGG,1
miR-1296-5p,miR-383-5p,SP1,CD14,miR-1296-5p/miR-383-5p/SP1/CD14,LGG,1
miR-1296-5p,miR-383-5p,SP1,TGFB1,miR-1296-5p/miR-383-5p/SP1/TGFB1,LGG,1
miR-1296-5p,miR-410-3p,SP1,BIRC5,miR-1296-5p/miR-410-3p/SP1/BIRC5,LGG,1
miR-1296-5p,miR-410-3p,SP1,CDC25C,miR-1296-5p/miR-410-3p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-7-5p,SP1,ADH6,miR-1296-5p/miR-7-5p/SP1/ADH6,LGG,1
miR-1296-5p,miR-7-5p,SP1,BIRC5,miR-1296-5p/miR-7-5p/SP1/BIRC5,LGG,1
miR-1296-5p,miR-7-5p,SP1,CDC25C,miR-1296-5p/miR-7-5p/SP1/CDC25C,LGG,1
miR-1296-5p,miR-96-5p,SP1,ITGAX,miR-1296-5p/miR-96-5p/SP1/ITGAX,LGG,1
miR-1296-5p,miR-96-5p,SP1,TGFB1,miR-1296-5p/miR-96-5p/SP1/TGFB1,LGG,1
miR-1301-3p,miR-148a-5p,TCF4,FGD5,miR-1301-3p/miR-148a-5p/TCF4/FGD5,STAD,1
miR-1301-3p,miR-155-5p,ATF7,ZFP36L1,miR-1301-3p/miR-155-5p/ATF7/ZFP36L1,STAD,1
miR-1301-3p,miR-17-5p,TCF4,PLCB1,miR-1301-3p/miR-17-5p/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-19b-3p,TCF4,PLCB1,miR-1301-3p/miR-19b-3p/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-200b-3p,TCF4,PLCB1,miR-1301-3p/miR-200b-3p/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-26b-5p,ELK4,ASB1,miR-1301-3p/miR-26b-5p/ELK4/ASB1,STAD,1
miR-1301-3p,miR-27a-5p,TCF4,ABCB1,miR-1301-3p/miR-27a-5p/TCF4/ABCB1,STAD,1
miR-1301-3p,miR-27a-5p,TCF4,EPB41L2,miR-1301-3p/miR-27a-5p/TCF4/EPB41L2,STAD,1
miR-1301-3p,miR-27a-5p,TCF4,TRIO,miR-1301-3p/miR-27a-5p/TCF4/TRIO,STAD,1
miR-1301-3p,miR-320b,TCF4,PLCB1,miR-1301-3p/miR-320b/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-320c,TCF4,PLCB1,miR-1301-3p/miR-320c/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-33a-3p,ATF7,ZFP36L1,miR-1301-3p/miR-33a-3p/ATF7/ZFP36L1,STAD,1
miR-1301-3p,miR-452-5p,TCF4,ZNF608,miR-1301-3p/miR-452-5p/TCF4/ZNF608,STAD,1
miR-1301-3p,miR-454-3p,TCF4,GOLIM4,miR-1301-3p/miR-454-3p/TCF4/GOLIM4,BRCA,1
miR-1301-3p,miR-484,TCF4,PLCB1,miR-1301-3p/miR-484/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-93-5p,TCF4,PLCB1,miR-1301-3p/miR-93-5p/TCF4/PLCB1,STAD,1
miR-1301-3p,miR-940,ATF7,ZFP36L1,miR-1301-3p/miR-940/ATF7/ZFP36L1,STAD,1
miR-1304-5p,miR-15a-3p,JUN,TNF,miR-1304-5p/miR-15a-3p/JUN/TNF,THYM,1
miR-1304-5p,miR-766-3p,JUN,FOSL1,miR-1304-5p/miR-766-3p/JUN/FOSL1,THYM,1
miR-1305,miR-181a-2-3p,IRF4,PTK2B,miR-1305/miR-181a-2-3p/IRF4/PTK2B,TGCT,1
miR-1305,miR-194-5p,ZNF217,IQGAP1,miR-1305/miR-194-5p/ZNF217/IQGAP1,TGCT,1
miR-1305,miR-196a-5p,SP4,SP3,miR-1305/miR-196a-5p/SP4/SP3,TGCT,1
miR-1305,miR-205-5p,IRF4,SP100,miR-1305/miR-205-5p/IRF4/SP100,TGCT,1
miR-1305,miR-338-3p,ZNF217,IQGAP1,miR-1305/miR-338-3p/ZNF217/IQGAP1,TGCT,1
miR-1305,miR-429,ZNF217,IQGAP1,miR-1305/miR-429/ZNF217/IQGAP1,TGCT,1
miR-1306-3p,miR-19a-3p,FOXP1,SND1,miR-1306-3p/miR-19a-3p/FOXP1/SND1,STAD,1
miR-1306-3p,miR-33a-5p,FOXP1,MCTP2,miR-1306-3p/miR-33a-5p/FOXP1/MCTP2,STAD,1
miR-1306-3p,miR-421,FOXP1,SPIDR,miR-1306-3p/miR-421/FOXP1/SPIDR,BRCA,1
miR-1306-3p,miR-671-5p,FOXP1,AP3B1,miR-1306-3p/miR-671-5p/FOXP1/AP3B1,SARC,1
miR-1307-3p,miR-181b-5p,GATA6,DLC1,miR-1307-3p/miR-181b-5p/GATA6/DLC1,BLCA,1
miR-1307-3p,miR-183-5p,NFE2L1,RTN4,miR-1307-3p/miR-183-5p/NFE2L1/RTN4,SARC,1
miR-1307-3p,miR-203a-3p,GATA6,CUX1,miR-1307-3p/miR-203a-3p/GATA6/CUX1,BLCA,1
miR-1307-3p,miR-20b-5p,GATA6,DLC1,miR-1307-3p/miR-20b-5p/GATA6/DLC1,BLCA,1
miR-1307-3p,miR-301a-3p,IRF1,CD40,miR-1307-3p/miR-301a-3p/IRF1/CD40,SARC,1
miR-1307-3p,miR-301a-3p,IRF1,HLA-A,miR-1307-3p/miR-301a-3p/IRF1/HLA-A,SARC,1
miR-1307-3p,miR-301a-3p,IRF1,PSMB9,miR-1307-3p/miR-301a-3p/IRF1/PSMB9,SARC,1
miR-1307-3p,miR-335-5p,IRF1,CD40,miR-1307-3p/miR-335-5p/IRF1/CD40,BLCA,1
miR-1307-3p,miR-378a-5p,IRF1,CASP7,miR-1307-3p/miR-378a-5p/IRF1/CASP7,BLCA,1
miR-1307-3p,miR-450b-5p,GATA6,DLC1,miR-1307-3p/miR-450b-5p/GATA6/DLC1,BLCA,1
miR-1307-3p,miR-744-3p,GATA6,CUX1,miR-1307-3p/miR-744-3p/GATA6/CUX1,BLCA,1
miR-1307-3p,miR-944,GATA6,CUX1,miR-1307-3p/miR-944/GATA6/CUX1,BLCA,1
miR-1307-3p,miR-944,GATA6,SOX6,miR-1307-3p/miR-944/GATA6/SOX6,BLCA,1
miR-130a-3p,miR-130b-3p,NFKB1,BCL3,miR-130a-3p/miR-130b-3p/NFKB1/BCL3,UCEC,1
miR-130a-3p,miR-130b-3p,TCF4,TRPC6,miR-130a-3p/miR-130b-3p/TCF4/TRPC6,STAD,1
miR-130a-3p,miR-133b,SP1,CETP,miR-130a-3p/miR-133b/SP1/CETP,HNSC,1
miR-130a-3p,miR-133b,SP1,SREBF1,miR-130a-3p/miR-133b/SP1/SREBF1,STAD,1
miR-130a-3p,miR-142-3p,ZNF24,SNX8,miR-130a-3p/miR-142-3p/ZNF24/SNX8,BRCA,1
miR-130a-3p,miR-144-5p,SMAD4,COL7A1,miR-130a-3p/miR-144-5p/SMAD4/COL7A1,SARC,1
miR-130a-3p,miR-148a-3p,TEAD1,ANO6,miR-130a-3p/miR-148a-3p/TEAD1/ANO6,SARC,1
miR-130a-3p,miR-150-5p,SP1,MUC2,miR-130a-3p/miR-150-5p/SP1/MUC2,BLCA,1
miR-130a-3p,miR-152-3p,TEAD1,ANO6,miR-130a-3p/miR-152-3p/TEAD1/ANO6,SARC,1
miR-130a-3p,miR-17-5p,ESR1,NEK6,miR-130a-3p/miR-17-5p/ESR1/NEK6,STAD,1
miR-130a-3p,miR-17-5p,IRF1,RIGI,miR-130a-3p/miR-17-5p/IRF1/RIGI,SARC,1
miR-130a-3p,miR-182-5p,PPARG,RETN,miR-130a-3p/miR-182-5p/PPARG/RETN,HNSC,1
miR-130a-3p,miR-182-5p,SMAD4,COL7A1,miR-130a-3p/miR-182-5p/SMAD4/COL7A1,SARC,1
miR-130a-3p,miR-18a-5p,ESR1,C3,miR-130a-3p/miR-18a-5p/ESR1/C3,UCEC,1
miR-130a-3p,miR-192-5p,ESR1,KDR,miR-130a-3p/miR-192-5p/ESR1/KDR,STAD,1
miR-130a-3p,miR-1976,YY1,DEK,miR-130a-3p/miR-1976/YY1/DEK,SARC,1
miR-130a-3p,miR-199a-3p,ZKSCAN1,ARHGEF19,miR-130a-3p/miR-199a-3p/ZKSCAN1/ARHGEF19,BLCA,1
miR-130a-3p,miR-199a-3p,ZKSCAN1,FHAD1,miR-130a-3p/miR-199a-3p/ZKSCAN1/FHAD1,BLCA,1
miR-130a-3p,miR-199b-3p,ZKSCAN1,ARHGEF19,miR-130a-3p/miR-199b-3p/ZKSCAN1/ARHGEF19,BLCA,1
miR-130a-3p,miR-199b-3p,ZKSCAN1,FHAD1,miR-130a-3p/miR-199b-3p/ZKSCAN1/FHAD1,BLCA,1
miR-130a-3p,miR-19a-3p,ESR1,KRT19,miR-130a-3p/miR-19a-3p/ESR1/KRT19,BRCA,1
miR-130a-3p,miR-19a-3p,ESR1,STAT5A,miR-130a-3p/miR-19a-3p/ESR1/STAT5A,HNSC,1
miR-130a-3p,miR-19a-3p,HBP1,GABARAPL2,miR-130a-3p/miR-19a-3p/HBP1/GABARAPL2,SARC,1
miR-130a-3p,miR-19b-1-5p,HBP1,GABARAPL2,miR-130a-3p/miR-19b-1-5p/HBP1/GABARAPL2,SARC,1
miR-130a-3p,miR-204-5p,SP1,PRKCE,miR-130a-3p/miR-204-5p/SP1/PRKCE,LUAD,1
miR-130a-3p,miR-20a-5p,HIF1A,BHLHE40,miR-130a-3p/miR-20a-5p/HIF1A/BHLHE40,LIHC,1
miR-130a-3p,miR-20a-5p,IRF1,IRF2,miR-130a-3p/miR-20a-5p/IRF1/IRF2,SARC,1
miR-130a-3p,miR-20b-5p,SP1,EPOR,miR-130a-3p/miR-20b-5p/SP1/EPOR,HNSC,1
miR-130a-3p,miR-21-5p,HBP1,GABARAPL2,miR-130a-3p/miR-21-5p/HBP1/GABARAPL2,SARC,1
miR-130a-3p,miR-214-3p,TEAD1,LAMC1,miR-130a-3p/miR-214-3p/TEAD1/LAMC1,SARC,1
miR-130a-3p,miR-214-3p,TEAD1,MAML2,miR-130a-3p/miR-214-3p/TEAD1/MAML2,SARC,1
miR-130a-3p,miR-2355-5p,SP1,ITGA2,miR-130a-3p/miR-2355-5p/SP1/ITGA2,HNSC,1
miR-130a-3p,miR-299-3p,HIF1A,TLR6,miR-130a-3p/miR-299-3p/HIF1A/TLR6,THYM,1
miR-130a-3p,miR-299-5p,HIF1A,NOS3,miR-130a-3p/miR-299-5p/HIF1A/NOS3,THYM,1
miR-130a-3p,miR-29b-1-5p,ZNF217,SERINC5,miR-130a-3p/miR-29b-1-5p/ZNF217/SERINC5,BRCA,1
miR-130a-3p,miR-29b-3p,SP1,UTRN,miR-130a-3p/miR-29b-3p/SP1/UTRN,LUAD,1
miR-130a-3p,miR-29b-3p,TCF4,EHBP1,miR-130a-3p/miR-29b-3p/TCF4/EHBP1,HNSC,1
miR-130a-3p,miR-301a-3p,ATF7,KPNA6,miR-130a-3p/miR-301a-3p/ATF7/KPNA6,BLCA,1
miR-130a-3p,miR-301a-3p,IRF1,IRF2,miR-130a-3p/miR-301a-3p/IRF1/IRF2,SARC,1
miR-130a-3p,miR-301a-3p,SP1,ITGA2,miR-130a-3p/miR-301a-3p/SP1/ITGA2,LUAD,1
miR-130a-3p,miR-301b-3p,NFKB1,CTSB,miR-130a-3p/miR-301b-3p/NFKB1/CTSB,LUAD,1
miR-130a-3p,miR-301b-3p,SP1,ETS2,miR-130a-3p/miR-301b-3p/SP1/ETS2,LUAD,1
miR-130a-3p,miR-30b-3p,EPAS1,FLT1,miR-130a-3p/miR-30b-3p/EPAS1/FLT1,BRCA,1
miR-130a-3p,miR-30c-5p,KLF13,SLC1A5,miR-130a-3p/miR-30c-5p/KLF13/SLC1A5,HNSC,1
miR-130a-3p,miR-324-5p,HIF1A,BHLHE41,miR-130a-3p/miR-324-5p/HIF1A/BHLHE41,LUAD,1
miR-130a-3p,miR-335-5p,TEAD1,ARNT2,miR-130a-3p/miR-335-5p/TEAD1/ARNT2,STAD,1
miR-130a-3p,miR-362-3p,TEAD1,ITSN1,miR-130a-3p/miR-362-3p/TEAD1/ITSN1,STAD,1
miR-130a-3p,miR-362-3p,TEAD1,TGFB2,miR-130a-3p/miR-362-3p/TEAD1/TGFB2,SARC,1
miR-130a-3p,miR-362-5p,TEAD1,APBB2,miR-130a-3p/miR-362-5p/TEAD1/APBB2,STAD,1
miR-130a-3p,miR-369-3p,SP1,LRP5,miR-130a-3p/miR-369-3p/SP1/LRP5,BLCA,1
miR-130a-3p,miR-429,MYC,HINT1,miR-130a-3p/miR-429/MYC/HINT1,BLCA,1
miR-130a-3p,miR-450b-5p,TEAD1,ANO6,miR-130a-3p/miR-450b-5p/TEAD1/ANO6,SARC,1
miR-130a-3p,miR-497-3p,HIF1A,IL1B,miR-130a-3p/miR-497-3p/HIF1A/IL1B,THYM,1
miR-130a-3p,miR-497-3p,HIF1A,NT5E,miR-130a-3p/miR-497-3p/HIF1A/NT5E,THYM,1
miR-130a-3p,miR-497-3p,HIF1A,TFRC,miR-130a-3p/miR-497-3p/HIF1A/TFRC,THYM,1
miR-130a-3p,miR-497-3p,HIF1A,TLR4,miR-130a-3p/miR-497-3p/HIF1A/TLR4,THYM,1
miR-130a-3p,miR-497-3p,HIF1A,TLR6,miR-130a-3p/miR-497-3p/HIF1A/TLR6,THYM,1
miR-130a-3p,miR-503-5p,SP1,TP53,miR-130a-3p/miR-503-5p/SP1/TP53,HNSC,1
miR-130a-3p,miR-503-5p,TEAD1,SAMD4A,miR-130a-3p/miR-503-5p/TEAD1/SAMD4A,SARC,1
miR-130a-3p,miR-518c-5p,HIF1A,TFRC,miR-130a-3p/miR-518c-5p/HIF1A/TFRC,THYM,1
miR-130a-3p,miR-519c-3p,HIF1A,BHLHE41,miR-130a-3p/miR-519c-3p/HIF1A/BHLHE41,THYM,1
miR-130a-3p,miR-519c-3p,HIF1A,RORA,miR-130a-3p/miR-519c-3p/HIF1A/RORA,THYM,1
miR-130a-3p,miR-519c-3p,HIF1A,TFRC,miR-130a-3p/miR-519c-3p/HIF1A/TFRC,THYM,1
miR-130a-3p,miR-532-3p,TEAD1,AHNAK,miR-130a-3p/miR-532-3p/TEAD1/AHNAK,SARC,1
miR-130a-3p,miR-616-5p,HIF1A,NT5E,miR-130a-3p/miR-616-5p/HIF1A/NT5E,THYM,1
miR-130a-3p,miR-625-3p,HIF1A,TFRC,miR-130a-3p/miR-625-3p/HIF1A/TFRC,THYM,1
miR-130a-3p,miR-92a-3p,IRF1,RIGI,miR-130a-3p/miR-92a-3p/IRF1/RIGI,SARC,1
miR-130a-3p,miR-93-3p,EPAS1,FLT1,miR-130a-3p/miR-93-3p/EPAS1/FLT1,BRCA,1
miR-130a-3p,miR-96-5p,NFKB1,A2M,miR-130a-3p/miR-96-5p/NFKB1/A2M,UCEC,1
miR-130a-3p,miR-96-5p,NFKB1,MMP3,miR-130a-3p/miR-96-5p/NFKB1/MMP3,HNSC,1
miR-130a-5p,miR-424-5p,MEIS1,ZFPM2,miR-130a-5p/miR-424-5p/MEIS1/ZFPM2,BLCA,1
miR-130a-5p,miR-744-5p,EPAS1,POU5F1,miR-130a-5p/miR-744-5p/EPAS1/POU5F1,SARC,1
miR-130b-3p,miR-130b-5p,HBP1,MIF,miR-130b-3p/miR-130b-5p/HBP1/MIF,STAD,1
miR-130b-3p,miR-135a-5p,ZNF217,IQGAP1,miR-130b-3p/miR-135a-5p/ZNF217/IQGAP1,TGCT,1
miR-130b-3p,miR-135b-5p,MYC,ASS1,miR-130b-3p/miR-135b-5p/MYC/ASS1,TGCT,1
miR-130b-3p,miR-141-3p,CUX1,SEPTIN9,miR-130b-3p/miR-141-3p/CUX1/SEPTIN9,STAD,1
miR-130b-3p,miR-141-3p,KLF6,LMNA,miR-130b-3p/miR-141-3p/KLF6/LMNA,STAD,1
miR-130b-3p,miR-141-3p,KLF6,PLEC,miR-130b-3p/miR-141-3p/KLF6/PLEC,STAD,1
miR-130b-3p,miR-142-3p,ESR1,NCOA3,miR-130b-3p/miR-142-3p/ESR1/NCOA3,STAD,1
miR-130b-3p,miR-148a-3p,STAT3,NNMT,miR-130b-3p/miR-148a-3p/STAT3/NNMT,SARC,1
miR-130b-3p,miR-155-5p,ZKSCAN1,RALGDS,miR-130b-3p/miR-155-5p/ZKSCAN1/RALGDS,BLCA,1
miR-130b-3p,miR-15a-5p,FOSL2,PLAUR,miR-130b-3p/miR-15a-5p/FOSL2/PLAUR,THYM,1
miR-130b-3p,miR-15b-5p,FOSL2,FOSL1,miR-130b-3p/miR-15b-5p/FOSL2/FOSL1,THYM,1
miR-130b-3p,miR-17-5p,FOSL2,FOSL1,miR-130b-3p/miR-17-5p/FOSL2/FOSL1,THYM,1
miR-130b-3p,miR-17-5p,HBP1,MIF,miR-130b-3p/miR-17-5p/HBP1/MIF,BRCA,1
miR-130b-3p,miR-17-5p,KLF6,LMNA,miR-130b-3p/miR-17-5p/KLF6/LMNA,STAD,1
miR-130b-3p,miR-17-5p,KLF6,LRRFIP1,miR-130b-3p/miR-17-5p/KLF6/LRRFIP1,STAD,1
miR-130b-3p,miR-17-5p,STAT3,HAMP,miR-130b-3p/miR-17-5p/STAT3/HAMP,THYM,1
miR-130b-3p,miR-17-5p,TCF4,EHBP1,miR-130b-3p/miR-17-5p/TCF4/EHBP1,BLCA,1
miR-130b-3p,miR-181a-5p,STAT3,BCL6,miR-130b-3p/miR-181a-5p/STAT3/BCL6,SARC,1
miR-130b-3p,miR-182-5p,ESR1,NR5A2,miR-130b-3p/miR-182-5p/ESR1/NR5A2,BLCA,1
miR-130b-3p,miR-188-3p,STAT3,SAA1,miR-130b-3p/miR-188-3p/STAT3/SAA1,SARC,1
miR-130b-3p,miR-188-3p,ZBTB7A,BAIAP3,miR-130b-3p/miR-188-3p/ZBTB7A/BAIAP3,SARC,1
miR-130b-3p,miR-18a-5p,ESR1,RUNX2,miR-130b-3p/miR-18a-5p/ESR1/RUNX2,STAD,1
miR-130b-3p,miR-18a-5p,ESR1,SERPINB9,miR-130b-3p/miR-18a-5p/ESR1/SERPINB9,STAD,1
miR-130b-3p,miR-18a-5p,STAT3,BCL6,miR-130b-3p/miR-18a-5p/STAT3/BCL6,UCEC,1
miR-130b-3p,miR-18a-5p,STAT3,HSPB1,miR-130b-3p/miR-18a-5p/STAT3/HSPB1,STAD,1
miR-130b-3p,miR-18a-5p,STAT3,MMP3,miR-130b-3p/miR-18a-5p/STAT3/MMP3,THYM,1
miR-130b-3p,miR-18a-5p,STAT3,PTGS2,miR-130b-3p/miR-18a-5p/STAT3/PTGS2,BLCA,1
miR-130b-3p,miR-193b-3p,TCF4,TEAD1,miR-130b-3p/miR-193b-3p/TCF4/TEAD1,BLCA,1
miR-130b-3p,miR-196b-5p,SP1,TFPI2,miR-130b-3p/miR-196b-5p/SP1/TFPI2,THYM,1
miR-130b-3p,miR-19a-3p,KLF6,LMNA,miR-130b-3p/miR-19a-3p/KLF6/LMNA,STAD,1
miR-130b-3p,miR-19b-3p,HBP1,MIF,miR-130b-3p/miR-19b-3p/HBP1/MIF,BRCA,1
miR-130b-3p,miR-19b-3p,HBP1,PHPT1,miR-130b-3p/miR-19b-3p/HBP1/PHPT1,STAD,1
miR-130b-3p,miR-200b-3p,TCF4,PLCB1,miR-130b-3p/miR-200b-3p/TCF4/PLCB1,STAD,1
miR-130b-3p,miR-200c-3p,CUX1,SEPTIN9,miR-130b-3p/miR-200c-3p/CUX1/SEPTIN9,STAD,1
miR-130b-3p,miR-200c-3p,KLF6,LRRFIP1,miR-130b-3p/miR-200c-3p/KLF6/LRRFIP1,STAD,1
miR-130b-3p,miR-200c-3p,KLF6,PLEC,miR-130b-3p/miR-200c-3p/KLF6/PLEC,STAD,1
miR-130b-3p,miR-200c-3p,TCF4,SULT1C4,miR-130b-3p/miR-200c-3p/TCF4/SULT1C4,BLCA,1
miR-130b-3p,miR-20a-5p,KLF6,NOS2,miR-130b-3p/miR-20a-5p/KLF6/NOS2,THYM,1
miR-130b-3p,miR-20a-5p,STAT3,RNLS,miR-130b-3p/miR-20a-5p/STAT3/RNLS,THYM,1
miR-130b-3p,miR-20b-3p,ZNF217,IQGAP1,miR-130b-3p/miR-20b-3p/ZNF217/IQGAP1,TGCT,1
miR-130b-3p,miR-20b-5p,SP1,CCN2,miR-130b-3p/miR-20b-5p/SP1/CCN2,THYM,1
miR-130b-3p,miR-20b-5p,STAT3,TWIST1,miR-130b-3p/miR-20b-5p/STAT3/TWIST1,THYM,1
miR-130b-3p,miR-21-5p,HBP1,MIF,miR-130b-3p/miR-21-5p/HBP1/MIF,SARC,1
miR-130b-3p,miR-301a-3p,ESR1,NOS3,miR-130b-3p/miR-301a-3p/ESR1/NOS3,BLCA,1
miR-130b-3p,miR-301a-3p,ESR1,SP3,miR-130b-3p/miR-301a-3p/ESR1/SP3,BRCA,1
miR-130b-3p,miR-301a-3p,NFKB1,EGFR,miR-130b-3p/miR-301a-3p/NFKB1/EGFR,BLCA,1
miR-130b-3p,miR-301a-3p,NFKB1,HIF1A,miR-130b-3p/miR-301a-3p/NFKB1/HIF1A,LUSC,1
miR-130b-3p,miR-301a-3p,SMAD5,SP3,miR-130b-3p/miR-301a-3p/SMAD5/SP3,BRCA,1
miR-130b-3p,miR-301a-3p,STAT3,EGFR,miR-130b-3p/miR-301a-3p/STAT3/EGFR,BLCA,1
miR-130b-3p,miR-301b-3p,ESR1,MICB,miR-130b-3p/miR-301b-3p/ESR1/MICB,BLCA,1
miR-130b-3p,miR-301b-3p,NFKB1,IER3,miR-130b-3p/miR-301b-3p/NFKB1/IER3,BLCA,1
miR-130b-3p,miR-301b-3p,NFKB1,PLAUR,miR-130b-3p/miR-301b-3p/NFKB1/PLAUR,CESC,1
miR-130b-3p,miR-301b-3p,RUNX3,TCF7,miR-130b-3p/miR-301b-3p/RUNX3/TCF7,BLCA,1
miR-130b-3p,miR-302a-3p,ZBTB7A,SRCIN1,miR-130b-3p/miR-302a-3p/ZBTB7A/SRCIN1,TGCT,1
miR-130b-3p,miR-324-3p,SMAD4,COL7A1,miR-130b-3p/miR-324-3p/SMAD4/COL7A1,SARC,1
miR-130b-3p,miR-424-5p,MNT,POR,miR-130b-3p/miR-424-5p/MNT/POR,TGCT,1
miR-130b-3p,miR-429,ZEB1,PKP3,miR-130b-3p/miR-429/ZEB1/PKP3,BRCA,1
miR-130b-3p,miR-455-3p,KLF6,ERRFI1,miR-130b-3p/miR-455-3p/KLF6/ERRFI1,STAD,1
miR-130b-3p,miR-502-3p,STAT3,SAA1,miR-130b-3p/miR-502-3p/STAT3/SAA1,SARC,1
miR-130b-3p,miR-590-5p,HBP1,PHPT1,miR-130b-3p/miR-590-5p/HBP1/PHPT1,STAD,1
miR-130b-3p,miR-592,MYC,CTSF,miR-130b-3p/miR-592/MYC/CTSF,TGCT,1
miR-130b-3p,miR-744-3p,ZBTB7A,NPAS1,miR-130b-3p/miR-744-3p/ZBTB7A/NPAS1,SARC,1
miR-130b-3p,miR-769-3p,HOXA9,ZNF503,miR-130b-3p/miR-769-3p/HOXA9/ZNF503,BRCA,1
miR-130b-3p,miR-874-3p,ESR1,EGF,miR-130b-3p/miR-874-3p/ESR1/EGF,BLCA,1
miR-130b-3p,miR-9-5p,NFKB1,CD83,miR-130b-3p/miR-9-5p/NFKB1/CD83,LUSC,1
