miRNA1,miRNA2,hgnc_symbol_target,CommonTriplets,CancerTypes,count
hsa-let-7g-3p,hsa-mir-335-3p,TXNRD1,hsa-let-7g-3p/hsa-mir-335-3p/TXNRD1,STAD,1
hsa-let-7g-3p,hsa-mir-33b-5p,FLT1,hsa-let-7g-3p/hsa-mir-33b-5p/FLT1,COAD,1
hsa-let-7g-3p,hsa-mir-421,CHN2,hsa-let-7g-3p/hsa-mir-421/CHN2,STAD,1
hsa-let-7g-3p,hsa-mir-421,MAD1L1,hsa-let-7g-3p/hsa-mir-421/MAD1L1,STAD,1
hsa-let-7g-3p,hsa-mir-431-5p,MCTP2,hsa-let-7g-3p/hsa-mir-431-5p/MCTP2,STAD,1
hsa-let-7g-3p,hsa-mir-655-3p,SLC4A7,hsa-let-7g-3p/hsa-mir-655-3p/SLC4A7,LGG,1
hsa-let-7g-3p,hsa-mir-671-5p,CTIF,hsa-let-7g-3p/hsa-mir-671-5p/CTIF,BLCA,1
hsa-let-7g-3p,hsa-mir-7-5p,TXNRD1,hsa-let-7g-3p/hsa-mir-7-5p/TXNRD1,STAD,1
hsa-let-7g-3p,hsa-mir-766-3p,OTUD3,hsa-let-7g-3p/hsa-mir-766-3p/OTUD3,LGG,1
hsa-let-7g-3p,hsa-mir-93-3p,MAD1L1,hsa-let-7g-3p/hsa-mir-93-3p/MAD1L1,STAD,1
hsa-let-7g-3p,hsa-mir-93-3p,NTS,hsa-let-7g-3p/hsa-mir-93-3p/NTS,STAD,1
hsa-let-7g-3p,hsa-mir-942-5p,MAD1L1,hsa-let-7g-3p/hsa-mir-942-5p/MAD1L1,STAD,1
hsa-mir-1-3p,hsa-mir-101-3p,TNFRSF8,hsa-mir-1-3p/hsa-mir-101-3p/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-105-5p,ESR1,hsa-mir-1-3p/hsa-mir-105-5p/ESR1,LGG,1
hsa-mir-1-3p,hsa-mir-107,FGL2,hsa-mir-1-3p/hsa-mir-107/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-107,HLA-G,hsa-mir-1-3p/hsa-mir-107/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-107,ITGA5,hsa-mir-1-3p/hsa-mir-107/ITGA5,LGG,1
hsa-mir-1-3p,hsa-mir-107,TNFRSF8,hsa-mir-1-3p/hsa-mir-107/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-10b-5p,DCK,hsa-mir-1-3p/hsa-mir-10b-5p/DCK,LGG,1
hsa-mir-1-3p,hsa-mir-10b-5p,NR3C1,hsa-mir-1-3p/hsa-mir-10b-5p/NR3C1,LGG,1
hsa-mir-1-3p,hsa-mir-1180-3p,SOCS1,hsa-mir-1-3p/hsa-mir-1180-3p/SOCS1,STAD,1
hsa-mir-1-3p,hsa-mir-1229-3p,CIP2A,hsa-mir-1-3p/hsa-mir-1229-3p/CIP2A,LGG,1
hsa-mir-1-3p,hsa-mir-1229-3p,COPS2,hsa-mir-1-3p/hsa-mir-1229-3p/COPS2,LGG,1
hsa-mir-1-3p,hsa-mir-1229-3p,IL2RB,hsa-mir-1-3p/hsa-mir-1229-3p/IL2RB,LGG,1
hsa-mir-1-3p,hsa-mir-1229-3p,ITGB3,hsa-mir-1-3p/hsa-mir-1229-3p/ITGB3,LGG,1
hsa-mir-1-3p,hsa-mir-1229-3p,PARP1,hsa-mir-1-3p/hsa-mir-1229-3p/PARP1,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,ADAM10,hsa-mir-1-3p/hsa-mir-124-3p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,CD28,hsa-mir-1-3p/hsa-mir-124-3p/CD28,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,CIP2A,hsa-mir-1-3p/hsa-mir-124-3p/CIP2A,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,COL1A2,hsa-mir-1-3p/hsa-mir-124-3p/COL1A2,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,ESR1,hsa-mir-1-3p/hsa-mir-124-3p/ESR1,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,FGL2,hsa-mir-1-3p/hsa-mir-124-3p/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,IFNGR1,hsa-mir-1-3p/hsa-mir-124-3p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,IL2RB,hsa-mir-1-3p/hsa-mir-124-3p/IL2RB,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,PARP1,hsa-mir-1-3p/hsa-mir-124-3p/PARP1,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,POLB,hsa-mir-1-3p/hsa-mir-124-3p/POLB,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,TGFBR2,hsa-mir-1-3p/hsa-mir-124-3p/TGFBR2,LGG,1
hsa-mir-1-3p,hsa-mir-124-3p,TGM4,hsa-mir-1-3p/hsa-mir-124-3p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-127-5p,CD9,hsa-mir-1-3p/hsa-mir-127-5p/CD9,LGG,1
hsa-mir-1-3p,hsa-mir-127-5p,IFNGR1,hsa-mir-1-3p/hsa-mir-127-5p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-127-5p,TGM4,hsa-mir-1-3p/hsa-mir-127-5p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-127-5p,UNG,hsa-mir-1-3p/hsa-mir-127-5p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-128-3p,IFNGR1,hsa-mir-1-3p/hsa-mir-128-3p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-128-3p,TGM4,hsa-mir-1-3p/hsa-mir-128-3p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-129-5p,CD9,hsa-mir-1-3p/hsa-mir-129-5p/CD9,LGG,1
hsa-mir-1-3p,hsa-mir-129-5p,FGL2,hsa-mir-1-3p/hsa-mir-129-5p/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-129-5p,IFNGR1,hsa-mir-1-3p/hsa-mir-129-5p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-129-5p,IL2RB,hsa-mir-1-3p/hsa-mir-129-5p/IL2RB,LGG,1
hsa-mir-1-3p,hsa-mir-129-5p,TGFBR2,hsa-mir-1-3p/hsa-mir-129-5p/TGFBR2,LGG,1
hsa-mir-1-3p,hsa-mir-129-5p,TGM4,hsa-mir-1-3p/hsa-mir-129-5p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-1296-5p,NR3C1,hsa-mir-1-3p/hsa-mir-1296-5p/NR3C1,LGG,1
hsa-mir-1-3p,hsa-mir-1296-5p,TGFBR2,hsa-mir-1-3p/hsa-mir-1296-5p/TGFBR2,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,ADAM10,hsa-mir-1-3p/hsa-mir-133a-3p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,FOSL1,hsa-mir-1-3p/hsa-mir-133a-3p/FOSL1,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,HLA-G,hsa-mir-1-3p/hsa-mir-133a-3p/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,IER3,hsa-mir-1-3p/hsa-mir-133a-3p/IER3,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,TGFBR2,hsa-mir-1-3p/hsa-mir-133a-3p/TGFBR2,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,TGM4,hsa-mir-1-3p/hsa-mir-133a-3p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-133a-3p,UNG,hsa-mir-1-3p/hsa-mir-133a-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-138-5p,NKX3-2,hsa-mir-1-3p/hsa-mir-138-5p/NKX3-2,LGG,1
hsa-mir-1-3p,hsa-mir-139-3p,ADAM10,hsa-mir-1-3p/hsa-mir-139-3p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-139-3p,ESR1,hsa-mir-1-3p/hsa-mir-139-3p/ESR1,LGG,1
hsa-mir-1-3p,hsa-mir-139-3p,IFNGR1,hsa-mir-1-3p/hsa-mir-139-3p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-145-5p,CD3D,hsa-mir-1-3p/hsa-mir-145-5p/CD3D,SARC,1
hsa-mir-1-3p,hsa-mir-145-5p,FASLG,hsa-mir-1-3p/hsa-mir-145-5p/FASLG,SARC,1
hsa-mir-1-3p,hsa-mir-149-5p,HLA-G,hsa-mir-1-3p/hsa-mir-149-5p/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-149-5p,POLB,hsa-mir-1-3p/hsa-mir-149-5p/POLB,LGG,1
hsa-mir-1-3p,hsa-mir-185-5p,TFAP2A,hsa-mir-1-3p/hsa-mir-185-5p/TFAP2A,LGG,1
hsa-mir-1-3p,hsa-mir-218-5p,COL1A2,hsa-mir-1-3p/hsa-mir-218-5p/COL1A2,LGG,1
hsa-mir-1-3p,hsa-mir-218-5p,FGL2,hsa-mir-1-3p/hsa-mir-218-5p/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-218-5p,IER3,hsa-mir-1-3p/hsa-mir-218-5p/IER3,LGG,1
hsa-mir-1-3p,hsa-mir-218-5p,TGM4,hsa-mir-1-3p/hsa-mir-218-5p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-218-5p,XIAP,hsa-mir-1-3p/hsa-mir-218-5p/XIAP,LGG,1
hsa-mir-1-3p,hsa-mir-223-3p,H4C14,hsa-mir-1-3p/hsa-mir-223-3p/H4C14,LGG,1
hsa-mir-1-3p,hsa-mir-24-3p,DCK,hsa-mir-1-3p/hsa-mir-24-3p/DCK,LGG,1
hsa-mir-1-3p,hsa-mir-24-3p,UNG,hsa-mir-1-3p/hsa-mir-24-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-299-5p,POLB,hsa-mir-1-3p/hsa-mir-299-5p/POLB,LGG,1
hsa-mir-1-3p,hsa-mir-299-5p,TNFRSF8,hsa-mir-1-3p/hsa-mir-299-5p/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-29b-3p,UNG,hsa-mir-1-3p/hsa-mir-29b-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-29c-3p,ADAM10,hsa-mir-1-3p/hsa-mir-29c-3p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-29c-3p,PLAUR,hsa-mir-1-3p/hsa-mir-29c-3p/PLAUR,LGG,1
hsa-mir-1-3p,hsa-mir-29c-3p,TNFRSF8,hsa-mir-1-3p/hsa-mir-29c-3p/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-29c-3p,UNG,hsa-mir-1-3p/hsa-mir-29c-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-301a-3p,CETP,hsa-mir-1-3p/hsa-mir-301a-3p/CETP,HNSC,1
hsa-mir-1-3p,hsa-mir-31-5p,CYP3A5,hsa-mir-1-3p/hsa-mir-31-5p/CYP3A5,LGG,1
hsa-mir-1-3p,hsa-mir-31-5p,PLAUR,hsa-mir-1-3p/hsa-mir-31-5p/PLAUR,LGG,1
hsa-mir-1-3p,hsa-mir-31-5p,SPP1,hsa-mir-1-3p/hsa-mir-31-5p/SPP1,LGG,1
hsa-mir-1-3p,hsa-mir-31-5p,TNFRSF8,hsa-mir-1-3p/hsa-mir-31-5p/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-31-5p,UNG,hsa-mir-1-3p/hsa-mir-31-5p/UNG,HNSC,1
hsa-mir-1-3p,hsa-mir-329-3p,ADAM10,hsa-mir-1-3p/hsa-mir-329-3p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,CIP2A,hsa-mir-1-3p/hsa-mir-329-3p/CIP2A,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,FGL2,hsa-mir-1-3p/hsa-mir-329-3p/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,IFNGR1,hsa-mir-1-3p/hsa-mir-329-3p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,IL2RB,hsa-mir-1-3p/hsa-mir-329-3p/IL2RB,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,PARP1,hsa-mir-1-3p/hsa-mir-329-3p/PARP1,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,PLAUR,hsa-mir-1-3p/hsa-mir-329-3p/PLAUR,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,SPP1,hsa-mir-1-3p/hsa-mir-329-3p/SPP1,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,TFAP2A,hsa-mir-1-3p/hsa-mir-329-3p/TFAP2A,LGG,1
hsa-mir-1-3p,hsa-mir-329-3p,UNG,hsa-mir-1-3p/hsa-mir-329-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-331-3p,HLA-G,hsa-mir-1-3p/hsa-mir-331-3p/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-331-3p,TGM4,hsa-mir-1-3p/hsa-mir-331-3p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-338-5p,HES1,hsa-mir-1-3p/hsa-mir-338-5p/HES1,LGG,1
hsa-mir-1-3p,hsa-mir-369-3p,HLA-G,hsa-mir-1-3p/hsa-mir-369-3p/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-369-3p,IFNGR1,hsa-mir-1-3p/hsa-mir-369-3p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-369-3p,PLAUR,hsa-mir-1-3p/hsa-mir-369-3p/PLAUR,LGG,1
hsa-mir-1-3p,hsa-mir-369-3p,UNG,hsa-mir-1-3p/hsa-mir-369-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-377-3p,FOSL1,hsa-mir-1-3p/hsa-mir-377-3p/FOSL1,LGG,1
hsa-mir-1-3p,hsa-mir-377-3p,HLA-G,hsa-mir-1-3p/hsa-mir-377-3p/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-377-3p,TNFRSF8,hsa-mir-1-3p/hsa-mir-377-3p/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-378a-3p,PDGFC,hsa-mir-1-3p/hsa-mir-378a-3p/PDGFC,KIRP,1
hsa-mir-1-3p,hsa-mir-378a-5p,PDGFC,hsa-mir-1-3p/hsa-mir-378a-5p/PDGFC,KIRP,1
hsa-mir-1-3p,hsa-mir-383-5p,FGL2,hsa-mir-1-3p/hsa-mir-383-5p/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,FOSL1,hsa-mir-1-3p/hsa-mir-383-5p/FOSL1,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,ITGA2,hsa-mir-1-3p/hsa-mir-383-5p/ITGA2,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,SPP1,hsa-mir-1-3p/hsa-mir-383-5p/SPP1,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,TGFBR2,hsa-mir-1-3p/hsa-mir-383-5p/TGFBR2,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,TGM4,hsa-mir-1-3p/hsa-mir-383-5p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,TNFRSF8,hsa-mir-1-3p/hsa-mir-383-5p/TNFRSF8,LGG,1
hsa-mir-1-3p,hsa-mir-383-5p,UNG,hsa-mir-1-3p/hsa-mir-383-5p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,ADAM10,hsa-mir-1-3p/hsa-mir-410-3p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,CAV1,hsa-mir-1-3p/hsa-mir-410-3p/CAV1,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,CD28,hsa-mir-1-3p/hsa-mir-410-3p/CD28,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,ESR1,hsa-mir-1-3p/hsa-mir-410-3p/ESR1,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,FGL2,hsa-mir-1-3p/hsa-mir-410-3p/FGL2,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,FOSL1,hsa-mir-1-3p/hsa-mir-410-3p/FOSL1,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,HLA-G,hsa-mir-1-3p/hsa-mir-410-3p/HLA-G,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,IFNGR1,hsa-mir-1-3p/hsa-mir-410-3p/IFNGR1,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,ITGA5,hsa-mir-1-3p/hsa-mir-410-3p/ITGA5,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,PLAUR,hsa-mir-1-3p/hsa-mir-410-3p/PLAUR,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,TGFBR2,hsa-mir-1-3p/hsa-mir-410-3p/TGFBR2,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,TGM4,hsa-mir-1-3p/hsa-mir-410-3p/TGM4,LGG,1
hsa-mir-1-3p,hsa-mir-410-3p,UNG,hsa-mir-1-3p/hsa-mir-410-3p/UNG,LGG,1
hsa-mir-1-3p,hsa-mir-491-5p,SLC34A2,hsa-mir-1-3p/hsa-mir-491-5p/SLC34A2,LGG,1
hsa-mir-1-3p,hsa-mir-541-3p,PIEZO1,hsa-mir-1-3p/hsa-mir-541-3p/PIEZO1,LGG,1
hsa-mir-1-3p,hsa-mir-543,ITGB3,hsa-mir-1-3p/hsa-mir-543/ITGB3,LGG,1
hsa-mir-1-3p,hsa-mir-7-5p,ADAM10,hsa-mir-1-3p/hsa-mir-7-5p/ADAM10,LGG,1
hsa-mir-1-3p,hsa-mir-7-5p,ESR1,hsa-mir-1-3p/hsa-mir-7-5p/ESR1,LGG,1
hsa-mir-1-3p,hsa-mir-7-5p,FGL2,hsa-mir-1-3p/hsa-mir-7-5p/FGL2,LGG,1
hsa-mir-100-3p,hsa-mir-148a-3p,IL5,hsa-mir-100-3p/hsa-mir-148a-3p/IL5,LGG,1
hsa-mir-100-3p,hsa-mir-148a-5p,IL5,hsa-mir-100-3p/hsa-mir-148a-5p/IL5,LGG,1
hsa-mir-100-5p,hsa-mir-152-3p,LAMA5,hsa-mir-100-5p/hsa-mir-152-3p/LAMA5,ESCA,1
hsa-mir-100-5p,hsa-mir-193b-3p,HS6ST1,hsa-mir-100-5p/hsa-mir-193b-3p/HS6ST1,PCPG,1
hsa-mir-100-5p,hsa-mir-34b-3p,TET3,hsa-mir-100-5p/hsa-mir-34b-3p/TET3,BLCA,1
hsa-mir-100-5p,hsa-mir-582-5p,OSBPL8,hsa-mir-100-5p/hsa-mir-582-5p/OSBPL8,TGCT,1
hsa-mir-101-3p,hsa-mir-105-5p,BRD7,hsa-mir-101-3p/hsa-mir-105-5p/BRD7,LGG,1
hsa-mir-101-3p,hsa-mir-127-5p,RB1,hsa-mir-101-3p/hsa-mir-127-5p/RB1,LGG,1
hsa-mir-101-3p,hsa-mir-129-5p,CD28,hsa-mir-101-3p/hsa-mir-129-5p/CD28,LGG,1
hsa-mir-101-3p,hsa-mir-129-5p,CD9,hsa-mir-101-3p/hsa-mir-129-5p/CD9,LGG,1
hsa-mir-101-3p,hsa-mir-1296-5p,TGFB1,hsa-mir-101-3p/hsa-mir-1296-5p/TGFB1,LGG,1
hsa-mir-101-3p,hsa-mir-1296-5p,UGDH,hsa-mir-101-3p/hsa-mir-1296-5p/UGDH,LGG,1
hsa-mir-101-3p,hsa-mir-145-5p,ADH6,hsa-mir-101-3p/hsa-mir-145-5p/ADH6,LGG,1
hsa-mir-101-3p,hsa-mir-145-5p,NFKB2,hsa-mir-101-3p/hsa-mir-145-5p/NFKB2,LGG,1
hsa-mir-101-3p,hsa-mir-185-3p,ZNF395,hsa-mir-101-3p/hsa-mir-185-3p/ZNF395,LGG,1
hsa-mir-101-3p,hsa-mir-299-5p,H4C14,hsa-mir-101-3p/hsa-mir-299-5p/H4C14,LGG,1
hsa-mir-101-3p,hsa-mir-29b-3p,ADH6,hsa-mir-101-3p/hsa-mir-29b-3p/ADH6,LGG,1
hsa-mir-101-3p,hsa-mir-29b-3p,FN1,hsa-mir-101-3p/hsa-mir-29b-3p/FN1,LGG,1
hsa-mir-101-3p,hsa-mir-29b-3p,MMP14,hsa-mir-101-3p/hsa-mir-29b-3p/MMP14,LGG,1
hsa-mir-101-3p,hsa-mir-31-5p,BRCA1,hsa-mir-101-3p/hsa-mir-31-5p/BRCA1,LGG,1
hsa-mir-101-3p,hsa-mir-31-5p,TGFB1,hsa-mir-101-3p/hsa-mir-31-5p/TGFB1,LGG,1
hsa-mir-101-3p,hsa-mir-330-3p,CD14,hsa-mir-101-3p/hsa-mir-330-3p/CD14,LGG,1
hsa-mir-101-3p,hsa-mir-330-3p,COL1A2,hsa-mir-101-3p/hsa-mir-330-3p/COL1A2,LGG,1
hsa-mir-101-3p,hsa-mir-330-3p,CYP3A5,hsa-mir-101-3p/hsa-mir-330-3p/CYP3A5,LGG,1
hsa-mir-101-3p,hsa-mir-330-3p,EDNRB,hsa-mir-101-3p/hsa-mir-330-3p/EDNRB,LGG,1
hsa-mir-101-3p,hsa-mir-330-3p,FN1,hsa-mir-101-3p/hsa-mir-330-3p/FN1,LGG,1
hsa-mir-101-3p,hsa-mir-369-3p,ITGAX,hsa-mir-101-3p/hsa-mir-369-3p/ITGAX,LGG,1
hsa-mir-101-3p,hsa-mir-376a-5p,ERC1,hsa-mir-101-3p/hsa-mir-376a-5p/ERC1,LGG,1
hsa-mir-101-3p,hsa-mir-377-3p,F2R,hsa-mir-101-3p/hsa-mir-377-3p/F2R,LGG,1
hsa-mir-101-3p,hsa-mir-383-5p,BRD7,hsa-mir-101-3p/hsa-mir-383-5p/BRD7,LGG,1
hsa-mir-101-3p,hsa-mir-383-5p,CD99,hsa-mir-101-3p/hsa-mir-383-5p/CD99,LGG,1
hsa-mir-101-3p,hsa-mir-383-5p,CDKN2B,hsa-mir-101-3p/hsa-mir-383-5p/CDKN2B,LGG,1
hsa-mir-101-3p,hsa-mir-383-5p,FOSL1,hsa-mir-101-3p/hsa-mir-383-5p/FOSL1,LGG,1
hsa-mir-101-3p,hsa-mir-383-5p,SPI1,hsa-mir-101-3p/hsa-mir-383-5p/SPI1,LGG,1
hsa-mir-101-3p,hsa-mir-383-5p,TGFB1,hsa-mir-101-3p/hsa-mir-383-5p/TGFB1,LGG,1
hsa-mir-101-3p,hsa-mir-410-3p,CAT,hsa-mir-101-3p/hsa-mir-410-3p/CAT,LGG,1
hsa-mir-101-3p,hsa-mir-410-3p,FN1,hsa-mir-101-3p/hsa-mir-410-3p/FN1,LGG,1
hsa-mir-101-3p,hsa-mir-410-3p,HLA-G,hsa-mir-101-3p/hsa-mir-410-3p/HLA-G,LGG,1
hsa-mir-101-5p,hsa-mir-519a-3p,JARID2,hsa-mir-101-5p/hsa-mir-519a-3p/JARID2,THYM,1
hsa-mir-101-5p,hsa-mir-519c-3p,JARID2,hsa-mir-101-5p/hsa-mir-519c-3p/JARID2,THYM,1
hsa-mir-101-5p,hsa-mir-7-5p,ACTA1,hsa-mir-101-5p/hsa-mir-7-5p/ACTA1,BRCA,1
hsa-mir-103a-2-5p,hsa-mir-19a-3p,RB1,hsa-mir-103a-2-5p/hsa-mir-19a-3p/RB1,BLCA,1
hsa-mir-103a-2-5p,hsa-mir-19b-3p,MGLL,hsa-mir-103a-2-5p/hsa-mir-19b-3p/MGLL,HNSC,1
hsa-mir-103a-2-5p,hsa-mir-299-3p,SMC4,hsa-mir-103a-2-5p/hsa-mir-299-3p/SMC4,LGG,1
hsa-mir-103a-2-5p,hsa-mir-377-5p,NR3C1,hsa-mir-103a-2-5p/hsa-mir-377-5p/NR3C1,LGG,1
hsa-mir-103a-2-5p,hsa-mir-378c,DEK,hsa-mir-103a-2-5p/hsa-mir-378c/DEK,LGG,1
hsa-mir-103a-2-5p,hsa-mir-485-3p,SMC4,hsa-mir-103a-2-5p/hsa-mir-485-3p/SMC4,LGG,1
hsa-mir-103a-2-5p,hsa-mir-543,MSANTD3,hsa-mir-103a-2-5p/hsa-mir-543/MSANTD3,LGG,1
hsa-mir-103a-2-5p,hsa-mir-653-5p,KCTD20,hsa-mir-103a-2-5p/hsa-mir-653-5p/KCTD20,LGG,1
hsa-mir-105-5p,hsa-mir-107,ADH6,hsa-mir-105-5p/hsa-mir-107/ADH6,LGG,1
hsa-mir-105-5p,hsa-mir-107,CDK1,hsa-mir-105-5p/hsa-mir-107/CDK1,LGG,1
hsa-mir-105-5p,hsa-mir-10b-5p,TNF,hsa-mir-105-5p/hsa-mir-10b-5p/TNF,LGG,1
hsa-mir-105-5p,hsa-mir-124-3p,ADH6,hsa-mir-105-5p/hsa-mir-124-3p/ADH6,LGG,1
hsa-mir-105-5p,hsa-mir-124-3p,NKX3-2,hsa-mir-105-5p/hsa-mir-124-3p/NKX3-2,LGG,1
hsa-mir-105-5p,hsa-mir-127-5p,H4C14,hsa-mir-105-5p/hsa-mir-127-5p/H4C14,LGG,1
hsa-mir-105-5p,hsa-mir-128-3p,ADAM10,hsa-mir-105-5p/hsa-mir-128-3p/ADAM10,LGG,1
hsa-mir-105-5p,hsa-mir-128-3p,ESR1,hsa-mir-105-5p/hsa-mir-128-3p/ESR1,LGG,1
hsa-mir-105-5p,hsa-mir-1296-5p,ADH6,hsa-mir-105-5p/hsa-mir-1296-5p/ADH6,LGG,1
hsa-mir-105-5p,hsa-mir-1296-5p,ATM,hsa-mir-105-5p/hsa-mir-1296-5p/ATM,LGG,1
hsa-mir-105-5p,hsa-mir-139-3p,ESR1,hsa-mir-105-5p/hsa-mir-139-3p/ESR1,LGG,1
hsa-mir-105-5p,hsa-mir-139-3p,INSR,hsa-mir-105-5p/hsa-mir-139-3p/INSR,LGG,1
hsa-mir-105-5p,hsa-mir-149-5p,H4C14,hsa-mir-105-5p/hsa-mir-149-5p/H4C14,LGG,1
hsa-mir-105-5p,hsa-mir-218-5p,ADH6,hsa-mir-105-5p/hsa-mir-218-5p/ADH6,LGG,1
hsa-mir-105-5p,hsa-mir-218-5p,CYP3A4,hsa-mir-105-5p/hsa-mir-218-5p/CYP3A4,LGG,1
hsa-mir-105-5p,hsa-mir-24-3p,CDK1,hsa-mir-105-5p/hsa-mir-24-3p/CDK1,LGG,1
hsa-mir-105-5p,hsa-mir-299-5p,H4C14,hsa-mir-105-5p/hsa-mir-299-5p/H4C14,LGG,1
hsa-mir-105-5p,hsa-mir-29b-3p,ADH6,hsa-mir-105-5p/hsa-mir-29b-3p/ADH6,LGG,1
hsa-mir-105-5p,hsa-mir-329-3p,ADAM10,hsa-mir-105-5p/hsa-mir-329-3p/ADAM10,LGG,1
hsa-mir-105-5p,hsa-mir-329-3p,NKX3-2,hsa-mir-105-5p/hsa-mir-329-3p/NKX3-2,LGG,1
hsa-mir-105-5p,hsa-mir-331-3p,INSR,hsa-mir-105-5p/hsa-mir-331-3p/INSR,LGG,1
hsa-mir-105-5p,hsa-mir-331-3p,SP3,hsa-mir-105-5p/hsa-mir-331-3p/SP3,LGG,1
hsa-mir-105-5p,hsa-mir-369-3p,ADH6,hsa-mir-105-5p/hsa-mir-369-3p/ADH6,LGG,1
hsa-mir-105-5p,hsa-mir-369-3p,DHFR,hsa-mir-105-5p/hsa-mir-369-3p/DHFR,LGG,1
hsa-mir-105-5p,hsa-mir-369-3p,H4C14,hsa-mir-105-5p/hsa-mir-369-3p/H4C14,LGG,1
hsa-mir-105-5p,hsa-mir-377-3p,ADH6,hsa-mir-105-5p/hsa-mir-377-3p/ADH6,LGG,1
